Brand,Name,Description,Category,Subcategory,Availability,Review notes
Black Phoenix,Ouija,"rosewood, oak and teak notes with wispy blue lilac, tea rose, dried white rose and ethereal osmanthus",Bewitching Brews,na,Info,0
Black Phoenix,Our Hearts Condemn Us,"Kerelan teakwood, Bulgarian rose otto, Himalayan cedar, and oudh",Only Lovers Left Alive,Soundtrack,Info,0
Black Phoenix,Over-Acuteness of the Senses,"Hyper-aware, swirling with delusions: orange blossom, lemon balm, and clove.",Halloween,Tell-Tale Heart 2017,Info,0
Black Phoenix,Ovid's Phoenix,"Fitful dreams of the cradle and sepulchre: honey, cassia bark, sweet spikenard, cinnamon, and yellow myrrh.",Anniversary,2013,Info,0
Black Phoenix,The Owens' Tomb,"Marble and dust surrounded by burdock, knotweed, dandelions, daffodils, and long-dead calla lilies.",Neil Gaiman,The Graveyard Book,Info,0
Black Phoenix,Oya,"Nigerian potion of love and war, sweetened by darkest plum. ",Excolo,na,Info,0
Black Phoenix,Ozymandias,"Dry desert air, dry and hot, passing over crumbling stone megaliths and plundered golden monuments, bearing a hint of the incense of lost Gods on its winds",Bewitching Brews,na,Info,0
Black Phoenix,Pain,Lavender and pennyroyal.,Diabolus,na,Info,0
Black Phoenix,Pais de la Canela,"A thick tangle of deep green leaves, wild orchids, soft lichen, Patauá and Babassu palm spiced by the scent of deep, rich cinnamon.",Wanderlust,na,Info,0
Black Phoenix,Pandora,Lotus and gardenia spiked with mint.,Bewitching Brews,na,Info,0
Black Phoenix,Pannychis,"Night-blooming jasmine, moonflower, cardamom, sandalwood, black currant, ylang ylang, frankincense and lily.",Excolo,na,Info,0
Black Phoenix,Paris (fka Old Paris),"Lavender, softly underscored by lotus and spice.",Wanderlust,na,Info,0
Black Phoenix,The Parliament of Monsters,"Dust, incense, wet tobacco, singed straw, and a curl of opium smoke.",Carnaval Diabolique,Act 3: Fiat Nox,Info,0
Black Phoenix,Parthenope,"Honeysuckle, orris, moss, musk, benzoin, oakmoss, and star jasmine.",Carnaval Diabolique,Act 4: The Interlude: The Grindhouse,Info,0
Black Phoenix,Peitho,"Lusty myrtle and jasmine with red sandalwood, stargazer lily, and clove over an opulent, rich bed of warm musk and bourbon vanilla.",Excolo,na,Info,0
Black Phoenix,Penitence,"A blend of pure, pious frankincense and graceful myrrh",Sin & Salvation,na,Info,0
Black Phoenix,Penny Dreadful,Soft perfume evocative of noir heroines over rich red grave loam.,Bewitching Brews,na,Info,0
Black Phoenix,Penthus,"Salt tears over white roses, the fumes of thin funereal incense and the hollowness of calamus.",Excolo,na,Info,0
Black Phoenix,Pepper,"Wild English roses, French gardenia, vanilla, honey, golden ginger, blood orange, tuberose, bergamot, and geranium.",Neil Gaiman,Good Omens,Info,0
Black Phoenix,The Perfumed Garden,"The Perfumed Garden for the Soul’s Recreation. This scent is based on a venerable Tunisian perfume that was used to excite the senses, inspire sensuality and inflame passion. Myrrh and Moroccan jasmine with apple peel, Indian sandalwood, myrtle, quince, citron, and thyme poured over soft musk.",Lupercalia,2018,Info,0
Black Phoenix,The Perfumed Garden,"Myrrh and Moroccan jasmine with apple peel, Indian sandalwood, myrtle, quince, citron, and thyme poured over soft musk.",Lupercalia,2016,Info,0
Black Phoenix,Persephone,Pomegranate and rose.,Excolo,na,Info,0
Black Phoenix,Phallus Parade,"Leather and black tea with champa blossom, incense, ambrette seed, and black truffle accord.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,Phantasm,"Green tea, lemon verbena, jasmine and neroli",Bewitching Brews,na,Info,0
Black Phoenix,A Phantasmagoria: Scene - Conjuring Up an Armed Skeleton,"Wig powder, amber-perfumed leather gloves, and rose petals with a sliver of oak bark and cauldron smoke.",Pickman Gallery,Hecate's Inheritance 2015,Info,0
Black Phoenix,Phantom,"Myrrh, dark musk, attar of rose and ylang ylang.",Diabolus,na,Info,0
Black Phoenix,The Phantom Calliope,"black cherry, patchouli, cassis, cardamom and verbena.",Carnaval Diabolique,Act 1: The Prologue,Info,0
Black Phoenix,Phantom Queen,"Black orchid, apple blossom, meadowsweet, and rue over Irish moss, hawthorn and red clover.",Diabolus,na,Info,0
Black Phoenix,The Phantom Wooer,"stargazer lily, bone dust, tomb mosses, buttonweed, moonflower, and honey myrtle.",Ars Moriendi,na,Info,0
Black Phoenix,Philostratus' Phoenix,"Rays of sunlight, shining with gold: amber glittering with orange blossom, Calabrian lemon, warm saffron, golden vegetal musk, and honeyed incense.",Anniversary,2015,Info,0
Black Phoenix,Phobos,"Chilling white musk, lemon verbena, white grapefruit and lemongrass. ",Diabolus,na,Info,0
Black Phoenix,Phoenix and Dragon,Incense-blackened oudh and bourbon vanilla with tobacco absolute and 9-year aged patchouli.,Lupercalia,Shungas 2016,Info,0
Black Phoenix,The Phoenix at Dawn,"pink rose, apricot, orange blossom, carnation, red sandalwood, lemon blossom, rose musk, Madagascar vanilla, white wine grape, pink grapefruit, and white patchouli. This Phoenix embodies liberty, renewal, vitality, and creativity.",Anniversary,2011,Info,0
Black Phoenix,The Phoenix at Dusk,"blue chamomile, green tea, Spanish moss, champaca flower, white sage, jonquil, wisteria, and white honey. This Phoenix embodies the strange beauty of the dreamscape, the force of the imagination, and the power of the spirit.",Anniversary,2011,Info,0
Black Phoenix,The Phoenix at Midday,"blood orange, mimosa, gingergrass, golden amber, saffron, tonka absolute, pomegranate, neroli, and bourbon geranium. This Phoenix embodies vitality, ferocity, determination, passion, and strength of will.",Anniversary,2011,Info,0
Black Phoenix,The Phoenix at Midnight,"indigo musk, black iris, orris root, rosewood, night-blooming jasmine, and honeysuckle. This Phoenix embodies introspection, reflection, spiritual freedom, and hope springing eternal.",Anniversary,2011,Info,0
Black Phoenix,"The Phoenix, Having Burst Her Shell","A perfume of freedom, regeneration, and renewal: bitter orange and tangerine with warm patchouli, tobacco absolute, glittering amber, and white musk.",Anniversary,2014,Info,0
Black Phoenix,La Pierreuse,Deep red roses stained by tobacco.,Lupercalia,The Devil's Lovers 2017,Info,0
Black Phoenix,Pillar of Flame,"Labdanum incense, wild plum, and pink pepper with smoky vetiver, red clover honey, and saffron.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,Pink Fuzzy Handcuffs,"It’s not quite as fun when you lose the key. Pink cotton candy, candied rose, and vanilla sugar.",Lupercalia,For Entertainment Purposes Only 2018,Info,0
Black Phoenix,Pink Moon,"This Lunar blend is soft with phlox, tulip, daffodil, pink columbine, delphinium, pink carnation, peony, and muscari, dusted with pink sugar and honey, bourbon vanilla and a touch of the first strawberries of the season.",A Little Lunacy,2017-03,Info,0
Black Phoenix,Pliny's Phoenix,Wild cinnamon and frankincense.,Anniversary,2013,Info,0
Black Phoenix,Poetry,"Ancient threads of frankincense winding through saffron and orange flower, Siamese benzoin and jasmine sambac, sweet balsam and vetiver.",Anniversary,2016,Info,0
Black Phoenix,Poisoned Apple,"A perfect, lovely, gleaming red apple whose sweetness masks a swirl of narcotic opium, oleander, and hemlock",Bewitching Brews,na,Info,0
Black Phoenix,Pollution,"radioactive green musk, davana, and oozing white amber.",Neil Gaiman,Good Omens,Info,0
Black Phoenix,Polyhymnia,"Orris root, white sage, rowan bark and red sandalwood, with myrrh, rosemary, lemon balm and honeysuckle.",Excolo,na,Info,0
Black Phoenix,Pontarlier,"Swiss ferns, lilac, blackcurrant, Gallic rose and lavender with a dollop of sugar and absinthe.",Wanderlust,na,Info,0
Black Phoenix,Port Royal,Spiced rum and ship’s wood mixed with the body-warmed trace of a prostitute’s perfume and a hint of salty sea air on the dry-down.,Wanderlust,na,Info,0
Black Phoenix,Port-Au-Prince (fka Old Port-Au-Prince),"buttered rum flavored with almond, bay, clove and sassafras.",Wanderlust,na,Info,0
Black Phoenix,Pouring Strains of Sacred Song,"Red benzoin and frankincense with honey myrtle, osmanthus blossom, and coconut milk.",Anniversary,2014,Info,0
Black Phoenix,Prague,Crocus with snowdrop and three lilies.,Wanderlust,na,Info,0
Black Phoenix,Pride,Moroccan rose and narcissus.,Sin & Salvation,Seven Deadly Sins,Info,0
Black Phoenix,La Prostitution et la Folie Dominent le Monde,"Sweet cream vanilla, white sugar, jasmine blossom, and a drop of star anise.",Lupercalia,The Devil's Lovers 2017,Info,0
Black Phoenix,Prunella,"Ripe purple plums, wildflowers, and cream",Märchen,Prunella,Info,0
Black Phoenix,Prurience,"Red amber and scorched musk with voluptuous carnation, charred vetiver, sensuous tonka, and orris.",Ars Amatoria,na,Info,0
Black Phoenix,Psyche,"Bulgar rose, Chinese white musk, lavender, orchid and frankincense.",Ars Amatoria,na,Info,0
Black Phoenix,Pulcinella & Teresina,"Labdanum, cedar, teak and red rose.",Carnaval Diabolique,Act 2: Fiat Nox,Info,0
Black Phoenix,Pulse Points,"Black poppy, narcissus and civet",Ars Amatoria,na,Info,0
Black Phoenix,Pumpkin Brownies,Swirled with caramel and topped with sour cream frosting,Halloween,2017,Info,0
Black Phoenix,Pumpkin Chypre,A gleaming auburn chypre shot through with streaks of pumpkin,Halloween,2017,Info,0
Black Phoenix,Pumpkin Spice Cathedral,Pumpkin spiced incense smoke!,Halloween,Pumpkin Spice Whatever 2017,Info,0
Black Phoenix,Pumpkin Spice Embalming Fluid,Pumpkin spice that funeral home!,Halloween,Pumpkin Spice Whatever 2017,Info,0
Black Phoenix,Pumpkin Spice Harlot,Pumpkin spice that brothel!,Halloween,Pumpkin Spice Whatever 2017,Info,0
Black Phoenix,Pumpkin Spice Opium Poppy,Pumpkin spiced euphoria!,Halloween,Pumpkin Spice Whatever 2017,Info,0
Black Phoenix,Pumpkin Spice Perversion,You dirty bird.,Halloween,Pumpkin Spice Whatever 2017,Info,0
Black Phoenix,Pumpkin Spice Shoggoth,Bursting bubbles of self-luminous pumpkin spice!,Halloween,Pumpkin Spice Whatever 2017,Info,0
Black Phoenix,Pumpkin Spice Snake Oil,Pumpkin spice them carnies!,Halloween,Pumpkin Spice Whatever 2017,Info,0
Black Phoenix,Pumpkin Sugar 2017,Crystallized glittering shards of lightly spiced pumpkin sugar.,Halloween,2017,Info,0
Black Phoenix,Qandisa,"Black musk, blackened saffron, lemon peel, and vetiver draped over thick honey.",Excolo,na,Info,0
Black Phoenix,Quatre,Cacao-dusted red rose petals.,Lupercalia,Une Douzaine de Roses 2018,Info,0
Black Phoenix,Queen Gertrude,"Imperial violet softened by wisteria and chrysanthemum, but edged with the regal iciness of delphinium",Illyria,na,Info,0
Black Phoenix,Queen Mab,"black orchid, sandalwood, night-blooming jasmine, osmanthus, Somalian rose, and Chinese musk.",Excolo,na,Info,0
Black Phoenix,Queen of Sheba,golden honeyed almonds and a whisper of African and Middle Eastern spices.,Ars Amatoria,na,Info,0
Black Phoenix,Qui Aime Bien Chatie Bien,"Daffodil petals and lavender tulips, blonde woods, freesia, and a touch of pale honey.",Lupercalia,The Devil's Lovers 2017,Info,0
Black Phoenix,Quintessence of Dust,"Beeswax and smoke, yellowed paper and well-worn leather books, droplets of spilled ink, faded incense, blood-tinged salty tears, and the metal of the knife that skewers that illiterate zombie philistine’s portrait",Only Lovers Left Alive,Story Points,Info,0
Black Phoenix,Ra,"Green top notes, citrusy and cinnamon, frankincense, a bit of amber. ",Excolo,na,Info,0
Black Phoenix,The Ragged Wood,"Lily of the Valley, star jasmine, benzoin, vanilla, plumeria, bergamot, Terebinth pine, juniper berry, and tea rose.",Lupercalia,2016,Info,0
Black Phoenix,Rakshasa,Sandalwood with rose and patchouli,Bewitching Brews,na,Info,0
Black Phoenix,Rapture,"Moroccan rose, Sumatran rose, mandarin, Egyptian myrrh, night-blooming jasmine, bergamot and neroli thrust into Arabian musk.",Ars Amatoria,na,Info,0
Black Phoenix,Rapunzel,"Angel’s trumpet, bois de rose, orris, and wild lettuce.",Märchen,Rapunzel,Info,0
Black Phoenix,The Raven,"Violet and neroli mingled with iris, white sandalwood and dark musk",Bewitching Brews,na,Info,0
Black Phoenix,Ravenous,"An utterly feral, thoroughly rousing perfume. Red patchouli sweetened by orange blossom.",Ars Amatoria,na,Info,0
Black Phoenix,"Raw Cacao, Chestnut, Honey, and Patchouli","Raw Cacao, Chestnut, Honey, and Patchouli",Lupercalia,Bonbons 2016,Info,0
Black Phoenix,The Reaper and the Flowers,"longiflorum lilies, white rose, chrysanthemum, and carnation",Ars Moriendi,na,Info,0
Black Phoenix,A Rebus,"Star jasmine, oppoponax, sweet oudh, tuberose absolute, ambrette seed, and oakmoss.",Lupercalia,Liber Amicorum - Joannes Carolus Erlenwein 2018,Info,0
Black Phoenix,Red,"Sporty and energetic: sweet red currant, tangy cranberry, pink musk, and spicy pink pepper.",Fraggle Rock,na,Info,0
Black Phoenix,The Red Egg,"Crimson eggshell musk, myrrh, Chinese cassia, and coffee absolute",Anniversary,2016,Info,0
Black Phoenix,Regan,A deceptively sweet orchid vanille with a faint trace of stephanotis,Illyria,na,Info,0
Black Phoenix,Relics of Herself,"Peru balsam, myrrh, frankincense, and ashes.",Anniversary,2014,Info,0
Black Phoenix,Rendezvous at the Bath,Minted green tea and cucumber.,Lupercalia,Shungas 2016,Info,0
Black Phoenix,Le Rideau Cramoisi,"Honeyed leather and tonka with clove, champaca musk, and opium tar.",Lupercalia,The Devil's Lovers 2017,Info,0
Black Phoenix,Roadhouse,Weedy dandelion and hops with a whiff of tobacco and hemp and a swirl of booziness,Sin & Salvation,na,Info,0
Black Phoenix,Roadside Attractions,"Plaster, paint, glass, and plastic surrounding a thrumming core of sacred frankincense.",Neil Gaiman,American Gods III,Info,0
Black Phoenix,Rosalind,Dew-covered berries and fresh green grasses with a faint breath of spring flowers,Illyria,na,Info,0
Black Phoenix,Rose Cross,purest rose with sacred frankincense.,Sin & Salvation,na,Info,0
Black Phoenix,"Roses, Pearls, and Diamonds","Red roses, dazzling crystalline musks, and pearlescent coconut-tinged orris.",Märchen,Toads and Diamonds,Info,0
Black Phoenix,A Rosy Colour Paints Her Claws with Honor,"Scales of gold, rose-tinted with red musk, bourbon geranium, and vanilla absolute.",Anniversary,2014,Info,0
Black Phoenix,Round Dance,"Blush amber, wild carnation, French lavender, hay absolute, strawberry candyfloss, and vanilla cream.",Lupercalia,Fleurette's Purple Snails 2016,Info,0
Black Phoenix,Rubber Poop,Chocolate and caramel with flecks of cacao bean and toasted tonka.,Prank,2017,Info,0
Black Phoenix,Saint-Germain,"gilded amber, hypnotic lavender, brash carnation and deep mosses",Bewitching Brews,na,Info,0
Black Phoenix,Salome,"almond with star jasmine, oakmoss, red sandalwood and Egyptian musk. ",Ars Amatoria,na,Info,0
Black Phoenix,Sam,"Nag champa incense, patchouli, and freshly-soaped skin",Neil Gaiman,American Gods III,Info,0
Black Phoenix,Samhainophobia,"Menacing vetiver, patchouli, and clove with a shock of bourbon geranium, grim oakmoss, and dread-inspiring balsams pierce the innocuous scent of autumn leaves.",Halloween,Phobias 2017,Info,0
Black Phoenix,Sanguinem Menstruum (2016),"The copper tang of blood musk, swept by a cloud of dying bees and red poppies of madness.",2016-02,na,Info,0
Black Phoenix,Sanguinem Menstruum (2018),"The copper tang of blood musk, swept by a cloud of dying bees and red poppies of madness.",2018-02,na,Info,0
Black Phoenix,Santa Eularia Des Riu,"Piquant citrus tempered by jasmine, soft Mediterranean herbs, lavender and orange blossom.",Wanderlust,na,Info,0
Black Phoenix,Santa Muerte,"Lovers’ roses, solemn chrysanthemum, dark vetiver and dazzling cactus flowers.",Excolo,na,Info,0
Black Phoenix,Santo Domingo,"tobacco leaf, bay rum and heady Caribbean blossoms.",Wanderlust,na,Info,0
Black Phoenix,Sapphics,"Tonka, oakmoss, tolu balsam, grey amber, myrrh, and muguet.",Lupercalia,2018,Info,0
Black Phoenix,Les Sataniques de Ontvoering,"Mandrake root, broom straw, leather, cinnamon, fig, dark musk, and tonka.",Lupercalia,The Devil's Lovers 2017,Info,0
Black Phoenix,Saturnalia,Violet deepened with vetiver.,Ars Amatoria,na,Info,0
Black Phoenix,Saw-Scaled Viper,"Snake Oil with cinnamon, cassia, and red ginger.",Carnaval Diabolique,Act 3: Fiat Nox: The Snakepit,Info,0
Black Phoenix,The Scales of Deprivation,"lemon peel, white sage, frankincense, lavender fougere, sandalwood, vetiver and labdanum",Sin & Salvation,Come and See,Info,0
Black Phoenix,Schrodinger's Cat,"A paradoxical scent experiment! - tangerine, sugared lime, pink grapefruit, oakmoss, lavender, zdravetz, and chocolate peppermint.",Bewitching Brews,na,Info,0
Black Phoenix,Scraps of Poetry,"A citrus chypre with French lavender, yellow bergamot, and clove bud.",Lupercalia,Liber Amicorum - Joannes Carolus Erlenwein 2018,Info,0
Black Phoenix,The Sea Foams Blood,Blood rising through an ocean wave.,Märchen,"Egle, the Queen of the Serpents",Info,0
Black Phoenix,The Sea Foams Milk,Milk cresting an ocean wave,Märchen,"Egle, the Queen of the Serpents",Info,0
Black Phoenix,Sea of Glass,"A scent of inimitable purity, crystalline grace, and limitless light",Sin & Salvation,na,Info,0
Black Phoenix,Seance,"dry, mellow rosewood, crushed rose leaf and the slightest touch of warm hazel",Bewitching Brews,na,Info,0
Black Phoenix,Search Engine,Dark metal and sour grapefruit creeping over a field of bones.,Neil Gaiman,American Gods II,Info,0
Black Phoenix,Sed Non Satiata,"A pounding heartbeat coalesced into scent: demonic passion and brutal sexuality manifested through myrrh, red patchouli, cognac, honey, and tuberose and geranium in a breathy, panting veil over the darkest body musk.",Ars Amatoria,na,Info,0
Black Phoenix,"Seeds of the Pomegranate, Leaves of the Poppy",Gleaming pomegranate seed and scarlet poppies.,Anniversary,2014,Info,0
Black Phoenix,The Seesaw,"Strawberry and patchouli root with pink pepper, white rum absolute, and benzoin.",Lupercalia,Fleurette's Purple Snails 2016,Info,0
Black Phoenix,Sepulcher,Calla lilies wrapped in rose and gladiola with the barest touch of sweetgrass and juniper.,Ars Moriendi,na,Info,0
Black Phoenix,Seraphim,"calla lily, wisteria, white sandalwood, Damascus rose and frankincense",Sin & Salvation,na,Info,0
Black Phoenix,Le Serpent Qui Danse,Violet entwined with vanilla and gardenia.,Ars Amatoria,na,Info,0
Black Phoenix,Serpent's Kiss,"Dragon's blood, vetivert and spice.",Diabolus,na,Info,0
Black Phoenix,Serpents with Glittering Eyes and Forky Tongues,"Serpentine green herbs, glistening red currant, sparkling yellow lemon rind, green musk, lime, and snakeskin.",Märchen,The Sparrow With the Split Tongue,Info,0
Black Phoenix,Seth,"Sudanese myrrh, papyrus, champaca flower, black lotus, amber, and honeyed leather.",Carnaval Diabolique,Act 4: The Interlude: The Grindhouse,Info,"Reviews mention the ""golden floral"" nature of this too much for me to be interested."
Black Phoenix,The Setting Sun,black oudh and amber,Idus Martiae,2017,Info,0
Black Phoenix,Shadow,"lemon verbena, white sandalwood and cedar, dimmed by droplets of the darkest patchouli.",Bewitching Brews,na,Info,0
Black Phoenix,Shadow,Grey oudh and bay rum luminous with amber.,Neil Gaiman,American Gods I,Info,0
Black Phoenix,Shadwell,"Roll-ups, mildewed raincoat, sweet tea, and condensed milk. ",Neil Gaiman,Good Omens,Info,0
Black Phoenix,Shakarri,"White pear and absinthe, sea moss and patchouli, labdanum and crushed coral.",Carnaval Diabolique,Act 4: The Interlude: The Grindhouse,Info,0
Black Phoenix,Shanghai (fka Old Shanghai),green tea touched with lemon verbena and honeysuckle.,Wanderlust,na,Info,0
Black Phoenix,Shango,"red apples, banana, chili pepper, coconut, pineapple, pomegranate and sugar cane.",Excolo,na,Info,0
Black Phoenix,Shattered,"A blend of white champagne notes, grapefruit, lotus, slivered mint and crystalline aquatic blooms",Bewitching Brews,na,Info,0
Black Phoenix,She Perishes That She May Live,"A funereal nest of cinnamon and amomum, cassia and acanthus, spikenard and myrrh, three balsams and sweet frankincense.",Anniversary,2014,Info,0
Black Phoenix,"Shelley, Byron, and Keats","Red roses and pale carnation with a drought of laudanum, smears of opium tar, a hint of absinthe, and mercury ointment.",Only Lovers Left Alive,Story Points,Info,0
Black Phoenix,Sheol,"Vibrant gladiola, graceful stargazer lily, triumphant iris and bright heliotrope flare, and is finally made somber by heavy copal, a drop of labdanum, and tonka",Ars Moriendi,na,Info,0
Black Phoenix,A Shining Beak of Pure Horn,"Wild green lotus, orris root, bourbon vanilla, white sandalwood, and Egyptian musk.",Anniversary,2014,Info,0
Black Phoenix,Shroud,"Dry white sandalwood wrapped in thin woods, soft grasses and the lightest white flowers layered over cajeput and the warm, deep scent of embalming herbs",Ars Moriendi,na,Info,0
Black Phoenix,Signior Dildo,"orris, violet leaf, narcissus, and Madagascar vanilla.",Lupercalia,2016,Info,0
Black Phoenix,Silentium Amoris,Rose touched with ylang ylang,Ars Moriendi,na,Info,0
Black Phoenix,A Silhouette,"Yellowing parchment and lampblack, a drop of lilac, a smear of labdanum, and a splash of white musk.",Lupercalia,Liber Amicorum - Anne Wagner 2018,Info,0
Black Phoenix,Silk Road,"A panoply of cultural treasures, spanning the herbs, flowers, oils and balms of the Romans, the Byzantines, the Mediterranean, the Levant, Northern China, Eastern Europe, Iran, the Bulgar-Kypchak, Mesopotamia, the Crimean Peninsula, Anatolia, Antioch, and North Africa.",Wanderlust,na,Info,0
Black Phoenix,The Silk Strings of the Shamisen,"Wisteria and white clove, green tea leaf, and frankincense.",Lupercalia,Shungas 2018,Info,0
Black Phoenix,The Silver Dollar,"Gilded iris and Siamese benzoin, silvery-white musk, white tea leaf, and bergamot",Neil Gaiman,American Gods III,Info,0
Black Phoenix,The Silver Stream,"Bittersweet: the scent of forgetfulness, peace, and oblivion. Like asphodel petals on moonlit water.",Neil Gaiman,Coraline,Info,0
Black Phoenix,Singularly At Ease,"Rum cakes and black tea, blueberry scones and biscuits.",Halloween,Tell-Tale Heart 2017,Info,0
Black Phoenix,Siren,"White ginger, jasmine, and a touch of vanilla and apricot.",Ars Amatoria,na,Info,0
Black Phoenix,Six,"Red roses, black leather, and toasted almond.",Lupercalia,Une Douzaine de Roses 2018,Info,0
Black Phoenix,Sjöfn,apples and birch and bound with apple blossoms.,Excolo,na,Info,0
Black Phoenix,Skuld,"Ylang ylang, honey, Egyptian and Arabian musks and labdanum.",Excolo,na,Info,0
Black Phoenix,The Small Harem,"Tahitian vanilla and strawberry with tonka bean absolute, Italian bergamot, ylang ylang, and Haitian vetiver.",Lupercalia,Fleurette's Purple Snails 2016,Info,0
Black Phoenix,Smut (2018),"We are the smuttiest, fifteen years runnin’. Three swarthy, smutty musks sweetened with sugar and woozy with dark booze notes.",Lupercalia,2018,Info,0
Black Phoenix,SN: Blood Squib,0,Halloween,Single Notes 2017,Info,0
Black Phoenix,SN: Bobbing for Apples,0,Halloween,Single Notes 2017,Info,0
Black Phoenix,SN: Graveyard Dirt,0,Halloween,Single Notes 2017,Info,0
Black Phoenix,SN: Papier-Mache Ghost,0,Halloween,Single Notes 2017,Info,0
Black Phoenix,SN: Plastic Pumpkin Candy Tub,0,Halloween,Single Notes 2017,Info,0
Black Phoenix,SN: Pumpkin Spice Everything,0,Halloween,Single Notes 2017,Info,0
Black Phoenix,SN: Unsettling Clear Plastic Mask,0,Halloween,Single Notes 2017,Info,0
Black Phoenix,Snake Can,Fancy salted Snake Oil with a hint of mixed nuts.,Prank,2017,Info,0
Black Phoenix,Snake Skin (2018),A sinuous leather variant of BPALs Snake Oil.,Lupercalia,2018,Info,0
Black Phoenix,The Snow Globe,"Cold leaded glass, bone chip snow, and glycerin.",Neil Gaiman,Coraline,Info,0
Black Phoenix,Snow Scene with Cherry Blossoms Beside the Phallus Statue,"Cherry blossoms cascading onto a snowdrift, white wisteria buds, and ume petals.",Lupercalia,Shungas 2018,Info,0
Black Phoenix,"Solanine, the Flower Girl","A woman stands behind you. She holds a basket overflowing with creeping vines and flowers: razor-thorned roses, vibrant bursts of oleander, drooping cascades of wisteria, sprays of white hemlock and lily of the valley, bruise-blue pillows of aconite, purple-veined henbane, and the snapping jaws of monstrously large flytraps, glistening wet with mucilage. Her clothes smell faintly of manchineel smoke, and her fingertips are stained green. She smiles and shudders as the green tendrils that surround her writhe and contract. She plucks a red-spotted mushroom from her basket and places it gently in your palm before turning away.",Carnaval Diabolique,Act 4: The Interlude,Info,0
Black Phoenix,Some Heraldry,"Black leather accord, Australian sandalwood, ambrette seed, incense ash, and tobacco absolute.",Lupercalia,Liber Amicorum - Joannes Carolus Erlenwein 2018,Info,0
Black Phoenix,Somewhere or Other,"Ephemeral, elusive: a mist-veiled, pale rose.",Lupercalia,2016,Info,0
Black Phoenix,Sophia,"lavender, soft musks, star jasmine, black rose, delphinium, and gentle spice.",Excolo,na,Info,0
Black Phoenix,The Sorceress,"An evocation incense of frankincense, styrax, lavender buds, mastic, and white sandalwood mingled with moonflower, violet absolute, tuberose, and dark musk.",Pickman Gallery,Hecate's Inheritance 2015,Info,0
Black Phoenix,Spellbound,"An irresistibly sexual, utterly rapturous blend of three roses, radiant amber, and sensual red musk.",Ars Amatoria,na,Info,0
Black Phoenix,Spider,"White ginger, artemesia, vetiver, nutmeg, King mandarin, bergamot, and lime",Neil Gaiman,Anansi Boys,Info,0
Black Phoenix,Spooky Action at the Distance,"Instantaneous correlated action between entangled partners: rose-infused sandalwood with violet leaf, frankincense, geranium rose, and a spark of elemi",Only Lovers Left Alive,Story Points,Info,0
Black Phoenix,Squirting Boutonniere,Hot pink rose wet with cucumber and water lily.,Prank,2017,Info,0
Black Phoenix,Sri Lanka,"Indian sandalwood and cedar, and the dry incense smoke of olibanum, gum mastic, patchouli and myrrh.",Wanderlust,na,Info,0
Black Phoenix,St. Clare,"White sandalwood and tonka with sweet tobacco incense, vanilla-infused mahogany, rum absolute, and golden oudh.",Art of the Unicorn,0,Info,0
Black Phoenix,Statius' Phoenix,"Pomegranate root, honey, white cedar, and frankincense.",Anniversary,2015,Info,0
Black Phoenix,"Stealthily, Stealthily","A dim ray upon the vulture eye: smoked violets and bulbous orris, threads of crumbling lavender, and wet iris butter.",Halloween,Tell-Tale Heart 2017,Info,0
Black Phoenix,Storm,"A invigorating, tempestuous citrus and floral blend.",Bewitching Brews,na,Info,0
Black Phoenix,Stormclouds Over the Midway,"Thunder-charged ozone, plum-colored incense smoke, opium tar, and wormwood.",Carnaval Diabolique,Act 4: The Interlude,Info,0
Black Phoenix,The Stormhold,"Creeping moss, slick granite, murky vetiver, lightning-charged ozone, and icy rain.",Neil Gaiman,Stardust,Info,0
Black Phoenix,Streets of Detroit,"Black musk accord, Ethiopian myrrh, and motor oil",Only Lovers Left Alive,Soundtrack,Info,0
Black Phoenix,Strings in the Earth and Air,"White sage, white musk, honey myrtle, galbanum, lilac, and everlasting flower. ",Bards of Ireland,na,Info,0
Black Phoenix,A Sublime Beauty,"White rose, orris absolute, warm tonka, bergamot, bourbon vanilla, and patchouli.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,Succubus,"Mimosa, orange blossom, neroli and bergamot with a drop of sweet clove.",Ars Amatoria,na,Info,0
Black Phoenix,Sugar Skull 2017,"A blend of five sugars, lightly dusted with candied fruits.",Halloween,2017,Info,0
Black Phoenix,The Sun's Treasure,"Radiant amber and orange blossom, golden oudh, and saffron-threaded honey",Neil Gaiman,American Gods III,Info,0
Black Phoenix,Suspicion of Foul Play,"Clean wood floors, a clean tub, clean, clean, clean, with no stain of any kind, no blood-spot whatsoever.",Halloween,Tell-Tale Heart 2017,Info,0
Black Phoenix,Suspiro,"Ylang ylang with white plum, white orchid, jasmine, calla lily and lily of the valley",Ars Amatoria,na,Info,0
Black Phoenix,Swank,The scent of a crisp pomegranate martini.,Bewitching Brews,na,Info,0
Black Phoenix,Swans on the River,"Honeysuckle, white tuberose, gardenia petals, and wet green leaves.",Lupercalia,Liber Amicorum - Joannes Carolus Erlenwein 2018,Info,0
Black Phoenix,"Swift as Light, Beauteous in Color, Charming in Song","Wild musk with flickers of neroli, mallow, and graceful magnolia, alight with orange blossom and sweet with honey.",Anniversary,2016,Info,0
