note name,oil,Brand
trees--oak,Alviss,Black Phoenix
trees--oak--white,King Pursued by a Unicorn,Black Phoenix
trees--pine,Alviss,Black Phoenix
trees--pine,Snow Queen,Deconstructing Eden
tuberose,Delight,Black Phoenix
tuberose,Sed Non Satiata,Black Phoenix
vanilla,Belle Vinu,Black Phoenix
vanilla,Blood Kiss,Black Phoenix
vanilla,Boomslang,Black Phoenix
vanilla,Death Adder,Black Phoenix
vanilla,Death Cap,Black Phoenix
vanilla,Desire,Black Phoenix
vanilla,Eclipse,Black Phoenix
vanilla,Gluttony,Black Phoenix
vanilla,Golden Priapus,Black Phoenix
vanilla,How Doth the Little Crocodile,Black Phoenix
vanilla,Hunger,Black Phoenix
vanilla,Incubus Leaving Two Sleeping Women,Black Phoenix
vanilla,Jackal,Goest
vanilla,Lights of Men's Lives,Black Phoenix
vanilla,London Fog,For Strange Women
vanilla,O,Black Phoenix
vanilla,Queen,Black Phoenix
vanilla,Sacred Whore of Babylon,Black Phoenix
vanilla,Satyr,Black Phoenix
vanilla,Silent Films,Goest
vanilla,Snake Oil,Black Phoenix
vanilla,Snake Skin,Black Phoenix
vanilla,Snake's Kiss,Black Phoenix
vanilla,Snow Queen,Deconstructing Eden
vanilla,Tombeur,Black Phoenix
vanilla,Velvet,Black Phoenix
vanilla,Voodoo,Black Phoenix
vanilla,Wednesday’s Child Is Full Of Woe,Black Phoenix
vanilla,Western Diamondback,Black Phoenix
vanilla,White Rabbit,Black Phoenix
vanilla,Winter Kitty,For Strange Women
vanilla,Womb Furie (2018),Black Phoenix
vanilla,Zephyr,Black Phoenix
vanilla bean--smoky,Sachs,Black Phoenix
vanilla--black,Antikythera Mechanism,Black Phoenix
vanilla--Bourbon,2013: Steel Phoenix,Black Phoenix
vanilla--Bourbon,Bast,Black Phoenix
vanilla--Bourbon,Crystal Phoenix,#N/A
vanilla--Bourbon,"Dead Leaves, Bourbon Vanilla, and Myrrh",Black Phoenix
vanilla--Bourbon,"Dead Leaves, Raw Leather, Bourbon Vanilla, and Clove",Black Phoenix
vanilla--Bourbon,Entertaining the Heian Court Maiden,Black Phoenix
vanilla--Bourbon,Gaspar of India,Black Phoenix
vanilla--Bourbon,Haute Macabre,Black Phoenix
vanilla--Bourbon,Hesiod's Phoenix,Black Phoenix
vanilla--Bourbon,Hoîru,Black Phoenix
vanilla--Bourbon,Hope and Fear Set Free,Black Phoenix
vanilla--Bourbon,Phoenix and Dragon,Black Phoenix
vanilla--Bourbon,Sachs,Black Phoenix
vanilla--Bourbon,Small Brown Cat,Black Phoenix
vanilla--Bourbon,Spider Witch,Black Phoenix
vanilla--Bourbon,Venustas,Black Phoenix
vanilla--Bourbon,Wynter Wakeneth Al My Care,Black Phoenix
vanilla--Bourbon,Zip Line,Black Phoenix
vanilla--Bourbon--absolute,Venus Genetrix,Black Phoenix
vanilla--cream,Road to Versailles at Louveciennes,Black Phoenix
vanilla--cream,Snake's Kiss,Black Phoenix
vanilla--dark,Kubla Khan,Black Phoenix
vanilla--smoky,But Men Loved Darkness Rather Than Light,Black Phoenix
vanilla--smoky,Defututa,Black Phoenix
vanilla--smoky,Fortuna Populi Romani,Black Phoenix
vanilla--smoky,Illustrated Woman,Black Phoenix
vanilla--smoky,Illustrated Woman,Black Phoenix
vanilla--smoky,Woman Dragging Her Aroused Lover Across a Bridge,Black Phoenix
vanilla--Tahitian,Dominate,Deconstructing Eden
vetiver,Black Annis,Black Phoenix
vetiver,Blood Kiss,Black Phoenix
vetiver,Bloodlust,Black Phoenix
vetiver,Coiled Serpent,Black Phoenix
vetiver,Countenance Forboding Evil,Black Phoenix
vetiver,Czernobog,Black Phoenix
vetiver,Death Adder,Black Phoenix
vetiver,Devil's Claw,Black Phoenix
vetiver,Fortuna Mala,Black Phoenix
vetiver,Highwayman,Black Phoenix
vetiver,Hurricane,Black Phoenix
vetiver,Iago,Black Phoenix
vetiver,Incantation,Black Phoenix
vetiver,Pearl in the Volcano,Black Phoenix
vetiver,Psychodynamic Discharge,Black Phoenix
vetiver,Rumpelstilzchen,Black Phoenix
vetiver,Silent Films,Goest
vetiver,Sloth,Black Phoenix
vetiver,Thorns,Black Phoenix
vetiver,Tombeur,Black Phoenix
vetiver,Troll,Black Phoenix
vetiver,Umbra,Black Phoenix
vetiver,Voodoo,Black Phoenix
vetiver,Winter Kitty,For Strange Women
vetiver--black--sweet,2013: Steel Phoenix,Black Phoenix
vetiver--Haitian,Psychodynamic Discharge,Black Phoenix
vetiver--khus,Mirror of the Famous Generals of Japan,Black Phoenix
vetiver--red,Détritus Humain,Black Phoenix
vetiver--smoky,Three and Twenty,Black Phoenix
vetiver--smoky,Three and Twenty,Black Phoenix
violet,Alais,Deconstructing Eden
violet,Sybaris (fka Old Sybaris),Black Phoenix
violet,Water of Notre Dame,Black Phoenix
violet--sugared,First Blush,Deconstructing Eden
violet--wood,Lysander,Black Phoenix
water,Bayou,Black Phoenix
water,La Bella Donna Della Mia Mente,Black Phoenix
water,Obatala,Black Phoenix
water,Undertow,Black Phoenix
water--ocean,Cthulhu,Black Phoenix
wind--hot,Bast,Black Phoenix
wind--hot,Scarecrow,Black Phoenix
wine--red,Athens,Black Phoenix
wine--red,Blood Kiss,Black Phoenix
wine--red,Centzon Totochtin,Black Phoenix
wine--red,Madrid (fka Old Madrid),Black Phoenix
wine--red--black,Horreur Sympathique,Black Phoenix
wine--red--burgandy,Bordello,Black Phoenix
wine--white--champagne,Shattered,Black Phoenix
wine--white--chardonnay,Perversion,Black Phoenix
winter aconite,Snow Storm,Black Phoenix
wood,Arachne,Black Phoenix
wood,Be My Druidess,Deconstructing Eden
wood,Death Cap,Black Phoenix
wood,Jolly Roger,Black Phoenix
wood,Krampus 2007,Black Phoenix
wood,Krampus 2017,Black Phoenix
wood,Obsess,Deconstructing Eden
wood,Rocking-Horse-Fly,Black Phoenix
wood,Thorns,Black Phoenix
wood,Winter Kitty,For Strange Women
wood--cedar,Allegory,Black Phoenix
wood--cedar,Aureus,Black Phoenix
wood--cedar,Crystal Phoenix,#N/A
wood--cedar,Dawn: Cernunnos,Black Phoenix
wood--cedar,Horse,For Strange Women
wood--cedar,Inez,Black Phoenix
wood--cedar,Jersey Devil,Black Phoenix
wood--cedar,Silence,Black Phoenix
wood--cedar,Small Brown Cat,Black Phoenix
wood--cedar,Umbra,Black Phoenix
wood--cypress--hinoki,Woman Dragging Her Aroused Lover Across a Bridge,Black Phoenix
wood--damp,Samhain 2017,Black Phoenix
wood--dark,Incantation,Black Phoenix
wood--oak,Woman Dragging Her Aroused Lover Across a Bridge,Black Phoenix
wood--rotting,Hurricane,Black Phoenix
wood--soft,Dee,Black Phoenix
wood--wood,Brimstone,Black Phoenix
woodsmoke,Brimstone,Black Phoenix
woodsmoke,Jackal,Goest
wool,Druid,Black Phoenix
wool,Unicorn and Ram,Black Phoenix
wormwood,Absinthe,Black Phoenix
wormwood,Dawn: Cernunnos,Black Phoenix
ylang ylang,Countenance Forboding Evil,Black Phoenix
ylang ylang,Despair,Black Phoenix
ylang ylang,Hetairae,Black Phoenix
ylang ylang,Incubus Leaving Two Sleeping Women,Black Phoenix
ylang ylang,La Petite Mort,Black Phoenix
ylang ylang,Lust,Black Phoenix
ylang ylang,Malice,Black Phoenix
yuzu,Pumpkin III (2008),Black Phoenix
myrrh--sweet,Wander Darkling in the Eternal Space,Black Phoenix
vetiver,Wander Darkling in the Eternal Space,Black Phoenix
patchouli,Wander Darkling in the Eternal Space,Black Phoenix
vanilla--Madagascar,Wander Darkling in the Eternal Space,Black Phoenix
seed--ambrette--smoked,Wander Darkling in the Eternal Space,Black Phoenix
rose--blackened,Wander Darkling in the Eternal Space,Black Phoenix
snow--sweet,Rise! And Walk With Me,Black Phoenix
mint--peppermint,Rise! And Walk With Me,Black Phoenix
fougere--lilac,Jareth,Black Phoenix
leather--gleaming,Jareth,Black Phoenix
leaves--ti,Jareth,Black Phoenix
tonka--absolute,Jareth,Black Phoenix
musk--white,Jareth,Black Phoenix
oud,Jareth,Black Phoenix
frankincense,Goblin of Yuletide Yet To Come,Black Phoenix
myrrh,Goblin of Yuletide Yet To Come,Black Phoenix
storax,Goblin of Yuletide Yet To Come,Black Phoenix
oakmoss,Goblin of Yuletide Yet To Come,Black Phoenix
clove,Goblin of Yuletide Yet To Come,Black Phoenix
vetiver--Brazilian,Excerpt from Speculum Heroicum Principis Omnium Temporum Poëtarum Homeri,Black Phoenix
myrrh--dark,Excerpt from Speculum Heroicum Principis Omnium Temporum Poëtarum Homeri,Black Phoenix
balsam--peru,Excerpt from Speculum Heroicum Principis Omnium Temporum Poëtarum Homeri,Black Phoenix
leaves--laurel,Excerpt from Speculum Heroicum Principis Omnium Temporum Poëtarum Homeri,Black Phoenix
sage--white,Excerpt from Speculum Heroicum Principis Omnium Temporum Poëtarum Homeri,Black Phoenix
wood--cedar,Excerpt from Speculum Heroicum Principis Omnium Temporum Poëtarum Homeri,Black Phoenix
